all_features1,all_features2,all_features3,all_features4,all_features5,all_features6,all_features7,all_features8,all_features9,all_features10,all_features11,all_features12,all_features13,all_features14,all_features15,all_features16,all_features17,all_features18,all_features19,all_features20,all_features21,all_features22,all_features23,all_features24,all_features25,all_features26,all_features27,all_features28,all_features29,all_features30,all_features31,all_features32,all_features33,all_features34,all_features35,all_features36,all_features37,all_features38,all_features39,all_features40,all_features41,all_features42,Valence,Arousal,Dominance
4.62661104225834,3.88969364061401,3.18536303517946,3.40127896145637,2.60457629964005,2.18036598860113,2.44958631705704,1.89715829008157,1.65536117462383,2.08334852029797,1.82410336234827,1.69278496923913,3.00640781176929,2.14183175675296,2.41375636665507,3.2341751401325,2.42312689280859,1.50592308925001,3.67809093090376,3.20996152370409,2.45075868037412,3.19385026115858,2.41430619871848,1.73771460914485,3.16444703363258,2.10820815293746,1.2987164714353,3.06479945070382,2.17901075275025,2.33608536374755,1.55369957188243,1.67721592860511,1.87417215729385,1.790130670338,1.7570631970817,1.46504525434871,4.16126900330732,2.93439462271258,2.46387099419682,4.31847318517938,3.10039605110465,2.65919143016504,2,3,4
3.59784288798413,2.75486694096753,2.22895767014678,3.05229409931164,2.37070069935494,2.20889603602874,2.13421850795645,2.20678996917884,1.57424379057525,1.84528757463125,1.60960798629086,1.65075326774477,2.66952083135761,2.05301128939427,2.38134112977884,3.02897677756578,2.70362312238756,1.8020523460103,3.5696700154091,3.57393328938277,2.73110072329337,3.0148073465278,3.01147401843287,1.96634523486437,2.88251534879667,2.42092061534766,1.54271822248717,2.67296383603477,1.9517088647432,2.07256681234114,1.59076893082498,1.49572040877509,1.62247723628015,2.09465827759833,2.18357946336215,1.6100438645365,3.65118050406749,2.64706720195851,1.77327844727987,3.73854124221744,2.88627350674827,2.32815899547159,3,2,2
4.1971979063168,3.56652165085004,3.10308985115102,2.97434725020176,2.21765869884928,2.14581657202497,1.96219962371425,2.11988845508248,1.74188669531883,1.83555710424423,1.75338960847371,1.91643969057577,2.60045210422279,2.37911213850674,3.09758766379656,2.77660272773072,2.36504420986069,1.69395692902936,3.62437072138886,3.44024925561183,2.71198684893937,2.86610193283078,2.77642280699358,1.9388781982352,2.65800203331825,2.05562285520151,1.42169701768613,2.61355765804956,2.15355528142949,2.60629751936074,1.84395782112194,1.52756430632197,1.94435943802464,2.03536241813359,2.02622831345804,1.8272314718824,3.48557019180073,2.41606745746454,2.04773695714704,3.94578657897474,3.00595166103248,3.08472085005945,4,2,2
3.91298210626301,2.95874841232627,2.55379067593406,3.57708176621697,2.79970338752125,2.17088357364319,2.54686607153795,2.3398770396371,1.95970178841168,2.14888670703464,1.89508098715951,2.20699843176178,2.96545582807854,2.62220308062459,3.30330731405602,3.26406397440913,2.87451961062228,2.000994103937,3.7890812423608,3.76952726443668,2.60775196586682,3.36750307533227,3.19579528200185,2.09944891842367,3.16122121725864,2.50612309089565,1.63116425341868,3.08441700631646,2.52800137551784,3.65253960978817,2.49644736974182,2.1339649847781,2.24498007146723,2.61640014058175,2.46169435490202,2.0025309455732,3.93936558082679,2.89971297571843,2.15438794759168,4.00983961074505,2.93403257075868,2.60061187430892,4,3,2
3.817322683506,3.00307677216838,2.67153124622553,3.48770698544912,2.40323613157313,2.03207412842778,2.17947808737226,2.11889843784722,1.66298554749568,2.51837591263685,2.19251979921945,2.0283952169419,2.73481591800975,2.38342260727816,2.66481346316074,3.23452579379884,2.78360602948188,1.89441093951498,3.88878890774343,3.66461439205829,2.63204753446608,3.41405632713352,3.08437469003555,2.0406266578896,3.07646386330101,2.46296121791931,1.68460206205312,2.85735452716908,2.08461975803325,2.08983519096319,1.97631468460274,2.01711171036822,1.99395797176033,2.32721603979467,2.28654970332619,1.86214283300684,3.75246453188644,2.74664290303026,2.15213141219662,3.82335292317715,2.82104047431149,2.60636588824732,2,3,2
3.67318522293038,2.77879279127482,2.40401822480148,3.40474101730452,2.6528864507734,2.20150692203258,2.08297287046621,2.02749425017312,1.68205219775316,2.31109749529419,2.28537321410556,2.14192071208845,2.69848904315572,2.33693377635969,2.78954609176661,3.06747664599399,2.69516418863626,1.7370971358142,3.49434685813052,3.49943600966258,2.36292203690839,3.13210937886622,3.20108539968271,2.070981510406,2.97348671980289,2.5149736901305,1.59601503184734,2.8099094562162,2.23780908001207,2.77145035346394,2.20042211772001,2.23667903551329,2.36920356941506,2.43820616170169,2.42098234987005,1.99966345554975,3.68090819241471,2.7254736845353,2.19710312660954,3.84967736719512,2.77608286051239,2.45923696813323,2,3,4
3.85157350002999,2.85603608357288,2.30218799043236,3.55645132679249,2.46385063794211,1.8038078491459,2.1821453719174,2.09680586388416,1.81381266036365,2.98609234317975,3.02897463889374,2.28712586551004,2.93301278265315,2.33957204205164,2.59156592825904,3.10815704334665,2.53352790548962,1.73241837006516,3.45760133283121,3.38289263027464,2.45385182475861,3.21170260397997,2.91003257599228,2.038509144356,3.05248988356337,2.38381912153712,1.68540898623686,2.85891082068779,2.01489339499846,1.90441324838155,1.99831096812675,1.94050360327795,1.69367899010115,2.19845899984654,2.09045089083888,1.76839483901217,4.17036120877285,3.10151053464381,2.40830254839013,3.98578251175789,2.90425492389238,2.17456645582889,4,3,2
3.734880682406,2.47011440301897,1.98719084148291,3.4419938543774,2.46778244155175,1.81942839317706,1.85054730315941,1.6672843882755,1.22534713651034,2.45146456869715,2.1367018503233,1.82317807255532,2.88543260147782,2.24402700244191,2.61578958347119,3.05185219275834,2.35876603776545,1.69077948066445,3.4809744375591,3.19799804369584,2.28613434165106,3.14253610415774,2.74191829047574,1.97683470949407,2.97608895361378,2.18675360353033,1.57330004553411,2.85862136233551,2.15938574590436,1.79954337578395,1.60592968812425,1.43226092479772,1.5113413629875,2.06878983014674,1.94609107710893,1.64176910195947,3.82459463924483,2.57234696485084,1.73759422968065,3.88851993851994,2.59973445425457,2.23930143690711,1,4,5
4.00301481080783,2.73736187656974,2.31582968703478,3.69373125999029,2.4634856966433,1.88379584639618,1.87379199330551,1.72648302757761,1.48187607735734,1.8864246466322,1.67121618908336,1.58954933131592,3.0941087688755,2.42097005793546,2.83232773798843,3.22605559886516,2.57574863363611,1.79501522657062,3.5718259083597,3.29906742167595,2.29740696648155,3.31309067714629,2.87835657008436,1.96070230810486,3.22323300535696,2.30191730815259,1.69702036661982,3.11573116144937,2.1370690375768,2.87749715602667,1.65472899598157,1.56450434865254,1.79095492810299,2.05532715767339,2.04555101982998,1.73041128687658,3.9396485475613,2.81867141135495,2.18005916608166,4.19077783176753,2.83070415677336,2.56705008809428,2,3,3
4.1462217821973,2.92279246727049,1.82809630074451,2.7975370877737,2.09904659186502,1.57303235794044,1.88136645200898,1.49041137991327,1.13542947738173,1.82286376876958,1.52235442002171,1.07205054924954,2.44263223759732,2.05469590316628,1.22047384330611,2.68065743215112,2.0870212558142,1.2475445628304,2.68002943515079,2.1406919363578,1.13007050594881,4.12136477478099,3.32776203388185,2.85199116244341,2.44640649847929,1.64958114511137,0.871915082424606,2.45149064972457,2.39903868146326,1.87835894133076,2.27641231991284,2.27441634286423,1.75079872390283,1.97372224703016,1.62840006501208,1.16017936849946,2.95494935812586,2.47100769283264,1.67673244052636,4.49802039400335,3.3577462945933,2.78199538893263,2,2,3
4.07119914281747,3.03140834619112,2.22268515152377,2.45733802757525,2.03974857034939,1.46381061860505,2.48709546172741,2.09706524024455,1.48813631966904,1.32598927519428,1.46681954147724,0.655637486243981,2.23499791237685,2.20845255834643,1.30871585412405,2.35787902377993,2.17993382598926,1.29148177472739,2.87212965380758,2.54827947729198,1.76388125416911,2.41304960214366,2.3003041491606,1.43096766714617,2.34619520979567,1.80583740730458,1.01176792585249,2.37953801816169,2.41131876121781,1.4367171532079,2.84844220451201,2.88923200615956,2.59608449897341,1.5725480882433,1.44090569257569,1.02022697918902,2.46367253558362,2.11483538382364,1.38775756653996,4.13392238226018,2.89984273475285,1.78777974504896,3,4,3
4.07002291098433,2.88650097789809,2.02389104037865,2.62574417594221,2.21133200681761,1.64198928572338,1.6665903080253,1.36662834665581,0.931957473094107,1.50439525435035,1.41482148969642,0.899803483213164,2.36484295031832,2.18478617239894,1.42680927067026,2.50279255397127,2.08200899306712,1.28488767554644,2.55812992847158,2.25353502654355,1.41289278882079,2.54109816943245,2.18532077206223,1.41958317358978,2.49984998367525,1.913974239682,1.19439727418225,5.07338903595833,4.45536994899558,3.90623864533233,1.73268379121925,1.74056930084303,1.45148184727049,1.81121595469871,1.48343401748084,1.17627731773249,2.60831472030064,2.38117177711968,1.8239210545368,4.11402124744871,2.77153482325737,1.55396244085199,4,3,3
4.67998529177405,3.80793547100505,2.97564963802818,2.44620724253268,2.14587983810394,1.51364369769763,3.38615714352021,2.9738888936215,2.59139601660061,1.57285602227445,1.44877118631372,0.748284750749825,2.51149634352892,2.28324605150941,1.30072519910049,2.7659285784246,2.22664732899657,1.32219838093879,2.76316861129103,2.39647774253501,1.63756380168155,2.70067145136893,2.2049773483016,1.27641300383109,2.78496929827345,2.0311789988808,1.22313562988053,2.60381027535165,2.3816145824179,1.54631205187889,2.52605407635193,2.35501722279936,1.71654346264336,1.7271314734028,1.4247599152328,1.16451380314625,2.7591503042335,2.33061937883446,1.60361229744966,4.52160797566159,3.04741239671701,1.68132633385544,3,4,4
4.23468188623181,2.92138134802768,1.89455616154734,2.23348545461399,1.91526763317556,1.26330512429739,1.53117433772534,1.38778027046546,0.823780694972824,1.50738704816592,1.40518394074388,0.646774608973597,2.40427743734359,2.20262531404081,1.31307109621355,2.58717191997218,1.97903777791273,1.08661756998346,2.78520811683416,2.28863802703222,1.40009990284606,2.60353830989974,2.23353952121339,1.19167464376412,2.62875764738888,1.93121246518227,0.947052186928165,2.56887312489265,2.36397413523964,1.77080043282996,1.89947265349876,1.75961736455256,1.31564806985633,1.45380551504323,1.22262799068568,0.830742012148678,2.24733804448641,1.96783527893418,1.22517730514592,4.29010501391697,2.77331238328514,1.26260634843461,3,2,2
4.34875873500823,2.88639829473838,1.97508475318942,2.78374018882806,2.16127896286681,1.7997347726097,1.87244885704332,1.52470532490709,1.15647307029485,1.77047332405963,1.61491704234986,1.03146788788443,2.5878214394754,2.29655611484379,1.46756030539001,2.7643884399414,2.21138106575146,1.52285122503513,2.85503110218152,2.39064773905619,1.79761894771235,2.80751372432648,2.34786814916052,1.59174358144255,2.79691054091184,2.19941170786967,1.53427229574788,5.53627722106657,4.93984038806299,4.43652661583036,2.29638011298211,2.02475187006221,1.66160297976186,2.00454038960333,1.56913533905079,1.43050260896974,3.60826546551822,3.0446502520091,2.21904161913087,4.47053189595869,3.20395506320797,2.25192148422111,5,4,4
3.88098702491459,2.33668963039187,1.08467796328362,2.18786583596152,1.98531063365727,1.41794505818528,1.46932502959364,1.23343838580922,0.644386806812729,1.60690857815826,1.47406989426607,0.769470430456921,2.26025296563609,2.09208866426036,1.24419568531682,2.4336178415522,1.95309005757149,1.18290181626194,2.55329408056843,2.04185657961004,1.29976907484137,2.42192513697775,2.08092872210101,1.17467054716879,2.38330011327165,1.79903588057328,0.962250711415469,2.32803616028141,2.26846406400903,1.85445330026265,2.76809475513919,2.2906284562799,1.54870017892844,1.68508653695636,1.42990990620956,1.02352068092977,2.37751754747183,2.11069821283063,1.47208716655921,4.10731608573676,2.58684978545677,1.2280935720915,3,1,2
4.16020895619875,2.53726416524654,1.19237070788376,2.71128133838682,2.12881832008586,1.53304265331518,1.53168318533423,1.22910104250165,0.883614746677521,1.46422430034858,1.33266659097816,0.645576348259646,2.48208643855271,2.19227954244755,1.23524058589237,2.69859717721785,2.22894938758743,1.21470473284619,2.803241360639,2.33552450614582,1.4635417855795,2.67366882960148,2.17834582336156,1.22433187726411,2.75250304296378,2.15726234808131,1.27377857141874,2.64511527933225,2.41602083714207,1.94554416486454,2.11137366024367,1.95918336579478,1.57144076844848,1.67540337084047,1.29512213089081,1.05137992792335,2.36666666214181,1.95985664938817,1.27091254582964,4.39925839024094,2.77929903625604,1.31426714019371,2,3,3
4.28529548836983,2.8841207494051,2.00627975143028,2.32706913502409,1.95266311158204,1.39376952131608,1.3758315233087,1.24897354320727,0.950744397332133,1.51098605876351,1.53428125340124,0.928506116839952,2.37143723492243,2.2280188176078,1.29580968877528,2.59679674607095,2.10881754674628,1.1222223676794,2.63231554859857,2.24139695599277,1.34381892338415,2.56986652018745,2.22324095449124,1.2748638412284,2.59087594915358,2.1113713998773,1.43135720991804,2.48989215739202,2.41551573252068,1.68802711551365,2.18090968293991,2.07343187464933,1.63046431151889,1.72121846207351,1.55448261011355,1.29994993904413,2.67065762449013,2.40733837844342,1.68966346497184,4.29132444128725,3.37423956956775,1.88120815400643,1,3,4
4.02842231859275,3.53737879440178,2.53026900974563,1.80929822046458,1.54110840369337,0.922316335505778,1.78274033755818,1.6263436253662,1.21191538741104,1.72614618002478,1.57859320312884,1.09710474296893,3.77321602003268,3.22965869712391,2.69937816254217,2.20206555028089,1.87717694748398,1.40933970449561,2.38991881031655,2.06615701415593,1.34519915570164,2.28634357329476,2.04308739836466,1.6056884682459,2.50842502865935,2.61641862024193,2.40248548984175,2.58170351490192,2.31132647224349,2.02937082855371,3.14476223815682,2.6168219013886,2.50757244228433,2.00987308526284,1.72153132624709,1.26231683330483,5.1799952921978,4.85616485822761,4.36239375316583,4.44752796037335,3.78025322424034,3.0266909856327,4,3,3
3.54867041890129,2.7872711199979,1.45274209845158,1.76719927077202,1.61734785514812,0.835717962074829,1.50889303839399,1.3522468009798,0.957151758102041,1.26931159757885,1.28367918665026,0.773456046620354,1.90234630814611,1.78307841599035,1.0314298641113,1.97946099207802,1.74761983830531,0.974644513892493,2.76283625104952,2.43087714216027,1.68295548972069,2.09419516928122,1.84887650632328,1.13452871567782,2.04376531283054,1.7261052845353,1.00546553362162,1.98750559344175,1.95126894075328,1.19318645986652,1.3943740388454,1.4566717484097,0.966079672576534,1.86647001768467,1.6383951881467,1.10543896922466,2.02991824367401,1.7396523330113,1.12787866419111,4.55992161626545,3.83981789476024,3.4216341192614,4,2,3
4.11057404989257,3.51922556643539,2.73655906127438,1.63384130491746,1.38105518048353,0.907589288739263,1.54668016426955,1.33431442982105,1.01165420756747,1.33415547579155,1.33518173950793,0.922895284022556,1.92116367381025,1.67628543213213,1.08775627266281,2.05360028222703,1.73517617606914,1.00792865570311,2.18848102103567,1.87520111357664,1.16558868652064,2.21003126585147,1.89788155203829,1.09831368890717,2.28736369101959,1.89267069139475,1.22199390171693,2.09747089076886,2.02932871708954,1.4199475855438,1.28655214077884,1.34060579946161,0.99905989139689,1.81027923521135,1.41925008542004,1.08839559201883,2.32564685689148,2.01396511661712,1.73516799514976,4.37225860179863,3.78666650535594,3.22218549251359,3,2,2
4.19175761190857,2.97306078837591,2.0739155880244,2.91159336075651,2.51950920644799,2.07566959484216,2.70764156013616,2.36563993819135,1.89303100873852,2.6872334036915,2.44083914447904,1.93216599549586,2.98166567828356,2.56759552418616,1.98391341399275,2.99965955671398,2.50026479581462,1.8805663718292,3.16564351116657,2.71582127935422,2.07696686755748,6.48037942400021,6.09661096460516,5.5132149446571,3.07292977946214,2.50666171079624,1.94071681248871,3.08515889668605,2.76173520034333,2.28289168750566,2.71968166338145,2.39811011964573,1.94260207538477,2.82608415581281,2.41257225078946,1.93168712690002,3.02394102466442,2.83855845408545,2.25718924116389,7.05648708388648,6.62716794317835,5.9279865428195,5,5,5
3.96266499080531,2.74089068570786,1.77216779371336,1.94683336272835,1.76061202837237,1.0783868835356,1.72429582680624,1.58547207732428,1.10887530598518,1.47863621595752,1.49801850751273,0.782845717547568,2.29882675233569,2.11024451983511,1.22890157796874,2.34921660046448,2.11439491167614,1.06383046494324,2.525189993479,2.17457589405338,1.3836491448066,4.28048369000486,3.96402595053107,3.27394905492169,2.41448839947464,1.95894423873145,1.10566847096742,2.34317905122234,2.40855594143904,1.44608962782415,1.64217324683575,1.77502522236175,1.24619212215609,1.98175719845268,1.71717576666915,1.30664259589533,1.95131761006841,1.84248975334338,0.992038916424181,4.38473393681139,3.26883291298147,2.366369789014,3,1,2
3.72412101519091,2.7728962696157,2.03213514476331,1.99948096878493,1.75261865443223,1.05651735674831,1.75941346529686,1.68133411674817,1.11042912086227,1.44388385014058,1.54482493030651,0.681831358152702,2.18428422405254,2.16518673354118,1.63149523327114,2.0325644015172,1.83641551413211,0.957173251822014,2.29542309979126,2.04380406757219,1.24182169092344,3.25643286645253,2.88400416332457,2.40840227235443,2.10143542134121,1.80970011711482,1.05499993810747,2.12041397482958,2.15589151954364,1.18750469253168,1.44932909337347,1.66014080271482,1.11561332109346,1.84945913346959,1.67027756251032,1.22147743481152,2.61191396300541,2.09207245239153,1.48992144508246,4.21591658316844,3.22053547266471,2.57176553836597,3,3,3
3.89309394644669,2.68522843400655,2.12825559272587,1.72887007233898,1.65985743387301,0.967706407046694,1.64153499115507,1.4797084837615,0.971502209402922,1.67482864742087,1.63081177014007,0.789345871833291,2.10938695793737,1.97543665368984,1.43271418678952,2.09402792766238,1.6799546331716,0.894505480741628,2.25606121211709,1.85867703937918,1.20222946381379,2.22698192404326,1.86009761088806,1.07712894645806,2.19304238229849,1.8747880216095,0.994005165123363,2.20910265285087,2.09698830632378,1.23257163804866,1.46640469733181,1.56949413672553,1.06243066874844,1.75188903393159,1.52843370603367,1.25988156334535,1.99627779119166,1.81083127429219,1.15943740269796,4.27101666962531,3.26134316478779,2.68261226135332,4,3,3
4.02249407414571,2.90083201284575,2.24856067252833,2.42177291233052,2.50437668607639,1.65946371905215,1.68842271262476,1.5322289869472,1.1477605901831,1.64975245697608,1.85331050461491,0.99144176894095,2.49593806368407,2.21890416439066,1.37838182041746,2.23975432482942,1.94164030651511,1.15484675780667,2.33515812060745,1.93569609472644,1.24724699798492,2.31479999943853,1.95771147223434,1.31054363832947,2.35392496525005,2.04305936519611,1.29333929787243,2.54461433111213,2.34120560291992,1.7711402631837,1.92057911297611,2.0757296499499,1.62992508656922,2.02748494323459,1.69126960741597,1.35590860328321,3.10207360415409,2.8479235393802,2.72215923946445,4.24869457524861,3.10451864184685,2.29527972602802,2,3,3
3.8781177804816,2.60456084720923,1.33788467824074,1.86246036436455,1.58938877117558,0.858366320908566,1.69559001012154,1.50762857941108,1.14541074200486,1.71173048696635,1.93807598179754,1.23499598665719,2.23714196681622,2.0463812526779,1.14881288358136,2.73779029929261,2.37424652924598,1.29639166911182,2.30312960415705,1.97739287828862,1.1550735015205,2.36697599203397,1.96720529107063,1.10840461198392,2.38083258456284,1.90935311824705,1.04998111530533,2.3644014957689,2.23822506638438,1.28909989110361,2.19512225749749,2.20393449035168,1.53677018955696,1.87671117315894,1.58332000285606,1.18878101986404,2.10175183825811,1.86969479667277,1.1511755321864,4.27755402859784,2.99711385469493,2.0940602270369,3,4,3
3.67465619625282,3.52195457965522,3.06200818912166,3.26880158214685,2.86787812610854,2.47347006695646,1.96011242212481,2.77979668370084,1.99133634482081,1.52506961674241,1.9879332448879,1.55205041028772,2.33054955584641,2.63455013197896,2.37472881229253,2.41505199659452,2.88610904167805,1.95426673221234,2.55333406961689,3.39986386115224,2.26241211981748,2.397531929966,3.07367214742838,2.09823840685824,2.59337467627992,2.82878347806379,2.00752270394093,1.99614692104053,2.68096924087705,2.72548492005729,1.85258581599843,2.06287777650894,1.63622576667247,2.14859004520824,2.5290945293991,1.79079383807487,3.531490061783,3.31728294107761,2.97004495332363,3.65987065866542,3.49877451820659,2.51295716299914,3,2,2
3.52297309354021,3.60371357117809,3.54358683268562,2.43303739989924,2.61316612102828,2.04035372397773,1.69814118916407,2.5246134036142,1.789098568354,1.78912562091385,2.14905010378615,1.60314951832663,2.10776676281855,2.55600885210809,1.76077552528858,2.37182152307902,2.9550985339055,1.97943929381174,2.68059703597514,3.3478341464388,2.46423400581475,2.46349410642898,2.99756897472189,2.17629521561257,2.8065821232628,2.83100674616785,2.03094885416638,1.76494488411043,2.36386925396792,2.08465245845888,2.2760014690875,2.59214978538903,2.23263529823254,1.66058970626484,2.44218881996292,1.62203240658048,2.69317795367801,2.86443726874692,2.17260087482225,3.49390623586745,3.39302831831238,2.76330608524283,4,4,3
3.25422181743319,3.24681403245007,3.15991238986651,2.17236529009269,2.21522676741453,1.66636828883387,1.75867895883647,2.29656695812542,1.66501601691727,1.25835035479619,1.74371646682841,1.34880360228304,1.81852642499666,2.33521154776818,2.17983634258519,2.1374021037984,2.64841595929486,1.7893628967074,2.62341946911565,3.16634633481694,2.33918627489742,2.29925484460444,2.77188655553038,2.01633664776198,2.77863888121255,2.80282359354025,2.1945015480127,1.6228205985781,2.30610464922913,2.66387669889831,1.79062582403379,2.02000183139303,1.69890450847383,1.59956901284802,2.2493018202292,1.55147452383909,2.57040834280803,2.56981803577223,1.98760918131596,2.93198577513586,3.04308584139341,2.61431044709117,5,5,4
3.53381674648464,3.34172488413048,3.21885473465082,2.22355488853671,2.24264797016818,1.71026304847766,1.71528397590953,2.31417600137754,1.63844077257745,1.26419106568934,1.87271599345464,1.21615926990232,1.93369478210517,2.33648049070437,1.93167445871208,2.14130406568717,2.55599967719192,1.62550970108474,2.59167231320009,3.06245815161032,2.16509297210738,2.21748352455712,2.66555693891644,1.90483128999337,3.1394575852839,2.94666651031046,2.29640230215727,1.62279237333677,2.21671840552977,2.36259772694207,1.88776300473907,2.07027786541384,1.61751987061451,1.96291945648605,2.67504857643242,1.93794018358096,2.61719113626826,2.54126454835706,2.0410303036538,3.12610287722779,3.06453026521897,2.25838981061327,2,4,4
3.78617412306494,3.49168778924746,2.82061883061585,2.43331785284867,2.24793185058717,1.6845520880355,1.71504850600886,2.27188800369864,1.60550415398588,1.23914771862229,1.770150618572,1.12555805652204,2.02898079282068,2.30764134783889,1.89329102858217,2.26216855449519,2.55142875958195,1.65393800382719,2.55924890209203,2.99971205376058,2.13336469347447,2.46403146398346,2.73190648864375,1.95814569550455,3.07908995553852,2.67032509945316,1.9635898263134,1.900126816586,2.23508306986357,2.40667909085156,1.8125624736309,1.98075392909888,1.44078322097701,2.42246477949966,2.98407244842069,1.93070257989981,2.62337207860443,2.62710103950366,2.10962211819154,3.31288169303216,3.08077832530031,2.16827821312284,4,4,4
6.62339498763595,6.14580735417547,5.61067681030386,6.55576797306168,6.09734645714795,5.96026228908806,3.12682084599836,2.91555493020131,2.54570143155955,3.06763965436265,2.81852305472461,2.94564741585461,3.1314208032349,2.8906966514943,2.74520639799922,3.2227360237103,3.16601775464771,2.65235712674579,3.33629390200308,3.55086281348598,2.76606827714195,3.24691268917984,3.41221884839094,2.72815306317882,3.56349518581456,3.35187995340453,2.9284892613981,3.35478783791964,3.04013899713243,3.47471675811899,3.88913822679379,3.36584672098807,3.08105418881642,3.07588342000451,2.96189920177464,2.37924973652645,5.64423732274737,5.20429011604175,5.31173728328411,4.85580455740374,4.3651820440362,4.07118658311893,1,4,5
3.89594385062743,3.35669140235566,2.96920677721813,2.19616186114487,2.13088208329915,1.59088249865028,1.77165961929387,2.18002322928333,1.56440993283962,1.43080956980944,1.90098826939943,1.51682150886516,2.37079122935276,2.32010099589208,2.13123263724337,2.53040224907849,2.49248128327622,1.60979425352219,2.89884750005039,3.04975525481598,2.26159560897105,2.66986986483367,2.71178569769978,1.97524767244875,2.97558995377506,2.65010548212455,1.8335462596555,2.08803570207825,2.34030501028367,2.93316749752546,2.12640539523767,2.10555013814254,1.80955445254235,1.74894176716556,2.33374023121973,1.53223265547362,2.74311706104129,2.64745440698228,2.02536242934908,3.77914291099956,3.26021687622806,2.61893252221987,5,4,4
3.47878150081375,3.39495234606823,3.20871849508469,2.11093763906777,2.23108685240136,1.61750466510627,1.84729873168976,2.46775525582515,1.87126320134734,1.3769780484146,1.91287379354378,1.18052615247517,2.12837977672253,2.40455396595939,1.75650925740204,2.24783179187729,2.72812315300233,1.86652393598673,2.50435151350616,3.25106111942106,2.26213592431508,2.40792644105573,2.96374684708345,2.07790145013642,3.19061108403423,3.15700063789049,2.52794088251373,2.42692298619779,2.54884971330144,2.27155973870768,3.161094960092,3.01875218673565,2.46490258370923,1.86524944470378,2.59043517826698,1.88605717265273,2.45241026499207,2.59810322695376,2.00023640309017,3.00113738383671,3.08530601649363,2.64882106295314,3,3,3
3.39403562105278,3.28971647572528,3.08265946362775,2.09120746559847,2.14198447594189,1.57627389592033,1.77519540685517,2.3620048969791,1.76590795968341,1.23186528014287,1.87651109409243,1.22629246162208,2.06822216409757,2.46055723571119,2.0035245254691,2.12457416965642,2.61741936791787,2.08581247392,2.43241923463853,2.93356631381348,2.1953985982257,2.35751760638909,2.78601116440763,2.14107137862683,3.276811036133,2.99939007580231,2.41033592987188,1.61946890716125,2.13846906568173,2.50078670232507,2.30696143357572,2.40484932079301,1.82498860111814,1.78427564335937,2.44050590270323,1.77944646521658,2.37393242383587,2.4431758126245,2.00640665203965,2.82794069450764,2.9335373148527,2.65004219534745,1,5,5
4.68395611088775,4.05615105490957,3.44999882020484,2.91546186053285,2.81052051518451,2.14940831585428,2.02092848754001,2.41672432564575,1.59222203980617,2.05297072808788,1.9581462898197,1.3184878757281,2.83673376944349,2.61433112728792,2.41081362708874,2.97016086138929,2.82979680966613,1.6995838966524,3.08852676594036,3.18448976952411,2.10924084367461,3.10658527690484,3.18240741836756,2.13706204261353,2.99654932586716,2.83750033386378,1.69779906263099,3.02077546554692,2.83182870066671,2.4846932841196,2.02344081921205,2.06081159849592,1.72512794053509,3.72380880483062,3.76763076179745,3.15367537465553,5.72805578087671,5.29625443233562,4.77473762988419,4.44217131421067,3.7947833119481,2.75378525388584,2,4,4
4.80155217255169,4.30602379992307,3.68047262187565,2.7465214243525,2.43242386699626,1.85180090377782,1.59821646855334,2.26660579659823,1.52122356561288,1.80652706366016,1.87741259082641,1.1139714834618,2.87206525201329,2.61373049093746,1.96874759858411,2.98052220987284,2.94047940561524,1.72229068378591,3.14591482767208,3.26456968962644,2.21564862663191,3.08052489483862,2.98851884405757,2.12463544285671,2.98486879364358,2.60743082732547,1.61041201931797,2.8109846027688,2.43592062113646,2.1624844907373,1.6633759289599,1.84910834613526,1.6021850938013,3.21249627727751,3.24513622374686,2.70219234713164,3.51905065451238,3.04779225886302,2.24660469325337,4.31387474782135,3.59342463769246,2.79658779557859,4,3,3
4.59348855938746,4.08477703910201,3.45267115444858,2.56324935093337,2.34276659856271,1.81244384595038,1.72205812592086,2.19067268513149,1.3717716717075,1.62622057022071,1.7009382767505,1.09355699665314,2.59169584435713,2.50687344308157,2.43116871894186,2.7257084722002,2.63444991103588,1.61632734658624,3.04592162644085,3.18064340986774,2.27079471864532,2.89179668865775,3.00717844943675,2.14460157011448,2.80671828900287,2.50883017713326,1.66820092637143,2.70946998223561,2.44289570898788,2.14400211542978,1.52047010523075,1.70847403574327,1.51395026241,2.79705744069714,3.2191837983146,2.4327851113954,3.114007602631,2.78166206240428,2.16552662992862,3.7649198850448,3.32486733574761,2.89156602519316,4,3,3
4.67240285927914,4.13170189980489,3.41875873203984,3.52848921784047,3.13666430274775,2.62007508096299,2.06622042306494,2.39484496398191,1.71839883222355,2.0535968883317,1.98076432842523,1.5856080040466,2.8902631476495,2.72395589905634,2.63004320841666,3.04145963665884,2.92626492087715,1.76909609245435,3.24757318549147,3.31615442868708,2.24767330709605,3.51136801324466,3.25046751900087,2.46992938265875,2.96017052266506,2.63226655259966,1.81549026875642,2.79275483766694,2.46873361662255,2.27525787336593,2.32123288152078,2.26607079504873,1.91057495341892,2.58480470618846,2.85299673869469,2.1014701980881,4.27509352452966,4.01657604752278,3.3041201538761,3.9389754144565,3.43623483947419,3.15524400340502,4,4,4
